Company Name,Registration code,VAT,Manager,Address,Website,Work hours,SS insurer code,Transport,Authorized capital,Company age,Employees,Average salary,Social insurance taxes,Sales revenue From,Sales revenue To,Rating,No. Rated,Category,Other Categories,Facebook
"Fargus, UAB",122770684,,"Aleksandras Maklakovas, direktorius","Kareivių g. 11A, Vilnius",,,,,"118,744.21 €",26 years 3 months 4 days,,,,,,9.0,1,Accounting services,[],
"Financial Control Services, UAB",302909598,,,"Vyturių g. 7, Geibonys, LT-26129 Elektrėnai",,,2188855,,"2,896.20 €",8 years 3 months 25 days,,,,0,"5000
																",8.8,4,Accounting services,[],
"Finansinis impulsas, MB",304632445,,,"J. Žemgulio g. 3-14, LT-50186 Kaunas",,,,2021-01: 1 car (owns),,3 years 5 months 26 days,,,,0,"5000
																",9.5,2,Accounting services,[],
"UAB ""Fonbela""",300935683,,Agnė Jurkūnaitė,"Pilies g. 19-2, Vilnius",,,939374,,"2,896.20 €",13 years 7 months 13 days,,,,,,2.7,3,Accounting services,[],
"UAB ""Foxy Pramogos""",300614670,,"Andrejus Korickis, direktorius","Mindaugo g. 16, Vilnius",,,,,"14,481.00 €",14 years 3 months 22 days,,,,,,4.5,2,Accounting services,[],
"Frėjos investicijos, UAB",303085674,,"Jūratė Žadeikienė, direktorė","Liejyklos g. 3, LT-01120 Vilnius",,,2222584,,"202,893.76 €",7 years 8 months 15 days,2,,,0,"5000
																",8.0,1,Accounting services,[],
G. ir S. Norvaišų Konsultacinė Firma,169225032 (old code 6922503),,,"P.Avižonio g. 21, LT-39148 Pasvalys",,,187544,,,25 years 8 months 4 days,,,,,,7.0,1,Accounting services,[],
"G. Šlefendoro firma ""GINTOPAS""",122825180 (old code 2282518),,,"Žemaitės g. 13-98, Vilnius",,,17483,,,26 years 3 months 18 days,,,,,,5.0,1,Accounting services,[],
"UAB ""GERVINTA""",302845074,,"Dean Clemson-Banks, direktorius","Gedimino pr. 45-4, LT-01109 Vilnius",,,2176886,,"2,896.00 €",8 years 6 months 11 days,,,,30001,"50000
																",5.0,4,Accounting services,[],
"Gražna, UAB",141220218,,"Tatjana Afanasjeva, prezidentas","Taikos pr. 6-44, Klaipėda",,,340582,,"2,896.20 €",25 years 8 months 23 days,,,,,,7.0,2,Accounting services,[],
"Helax, VšĮ",302335160,,"Helmut Krumat, direktorius","Šlaunių k. 7, Šilutės r.",,,,,,11 years 10 months 2 days,,,,,,7.0,1,Accounting services,[],
"Indiga, UAB",303128798,,,"Konstitucijos pr. 12, LT-09308 Vilnius",,,2234523,,"2,896.20 €",7 years 6 months 4 days,,,,,,5.8,4,Accounting services,[],
"Inovatyvaus verslo apskaita, MB",305571027,,,"Miguičionių k. 14, Miguičionys, LT-65414 Varėnos r.",,,3715641,,,8 months 22 days,,,,,,,,Accounting services,[],
J. Kravcevič IĮ,141302658,,Jevgenija Kravcevič,"Balandžių g. 16-4, Klaipėda",,,,,,25 years 3 months 25 days,,,,,,9.0,1,Accounting services,[],
Jono Kalinausko IĮ,165813458,,Jonas Kalinauskas,"S. Daukanto g. 19C, Kazlų Rūda",,,532800,,,23 years 2 months 25 days,,,,,,5.0,1,Accounting services,[],
"Kalabrija, UAB",300141858,,"Nerijus Terleckas, direktorius","Miškininkų g. 13-1, LT-74212 Jurbarkas",,,,,"2,896.20 €",15 years 6 months,,,,,,8.8,4,Accounting services,[],
"KAP, IĮ",300062161,,Kotrina Petronienė,"Tverečiaus g. 20-9, LT-10217 Vilnius",,,,,,16 years 4 months 14 days,,,,,,8.0,1,Accounting services,[],
"Kapitalo namai, MB",303084469,,,"Šakniai, LT-56103 Kaišiadorių r.",,,2221861,,,7 years 8 months 20 days,,,,,,7.5,2,Accounting services,[],
"Korlena, UAB",303347564,,,"J. Lelevelio g. 4-501, LT-01102 Vilnius",,,2286761,,"2,896.00 €",6 years 7 months 22 days,,,,20001,"30000
																",5.0,1,Accounting services,[],
"Kuro įranga, UAB",135075490,LT350754917,"Rolandas Kručas, direktorius","Kęstučio g. 38, Kaunas",,,,,"5,792.40 €",23 years 2 months 22 days,,,,,,4.1,8,Accounting services,[],
"Laimės juosta, UAB",155553542 (old code 5555354),,"Irina Morozova, generalinis direktorius","Sedulinos al. 21, Visaginas",,,158297,,"15,883.05 €",26 years 9 months 24 days,,,,,,5.5,2,Accounting services,[],
"Lanksti apskaita, MB",305671077,LT100013649812,"Jurgita Pocienė, direktorė","Chemijos g. 27B, LT-51332 Kaunas",,,,,,2 months 16 days,,,,,,,,Accounting services,[],
"Laukų kalendra, UAB",133415058 (old code 3341505),,"Henrikas Strioga, direktorius","Vytauto pr. 22A, Kaunas",,,,,"5,511.18 €",28 years 6 months 26 days,,,,,,7.0,2,Accounting services,[],
"Lietuviški valgiai, UAB",134155649 (old code 3415564),,"Elvis Rimašauskas, direktorius","Laisvės al. 21, Kaunas",,,,,"35,550.86 €",26 years 7 months 13 days,,,,,,8.0,1,Accounting services,[],
"UAB ""Linkuvos lagūnos""",302687966,,,"Žemaitijos g. 65-46, LT-89128 Mažeikiai",,,2132821,,"14,480.00 €",9 years 3 months 15 days,,,,0,"5000
																",8.0,2,Accounting services,[],
Linos Baltrukonienės paslaugų įmonė,151392579 (old code 5139257),,Lina Baltrukonienė,"Draugystės g. 21B-2, Marijampolė",,,539605,,,21 year 11 months 25 days,,,,,,7.5,2,Accounting services,[],
"Liškiavietis, UAB",152045962,,"Kęstutis Auryla, prezidentas","Merkinės g. 9, Druskininkai",,,,,,28 years 7 months 9 days,,,,,,8.5,2,Accounting services,[],
UAB LitResort,302789914,,,"Likiškėlių g. 108-120, LT-63355 Alytus",,,2162864,"2021-01: 19 cars (17 owns, 2 uses)","2,896.00 €",8 years 9 months 5 days,,,,50001,"100000
																",9.7,63,Accounting services,[],
"Marketa, UAB",120084359 (old code 2008435),,"Jonas Ungulaitis, direktorius","Pakalnės g. 13, Vilnius",,,,,"31,047.27 €",30 years 2 months 23 days,,,,,,2.3,3,Accounting services,[],
UAB Merkelis invest,302676172,,,"Konstitucijos pr. 7, LT-09308 Vilnius",,,2128531,,"2,896.20 €",9 years 4 months 20 days,,,,0,"5000
																",6.7,26,Accounting services,[],
"Mirteksa, UAB",303164004,,,"Žarijų g. 2A, LT-02300 Vilnius",,,2241648,,"2,896.20 €",7 years 4 months 23 days,,,,,,2.4,5,Accounting services,[],
"MODULE HOUSES, UAB",111711154,,"Just Ole, direktorius","Vilniaus g. 19-1, Kaunas",,,,,"3,475.44 €",20 years 5 months 25 days,,,,,,8.0,1,Accounting services,[],
Mouhamad Bakkour IĮ,303076675,,"Mouhamad El Cheikh Bakkour, direktorius","V. Kudirkos g. 4-5, Naujoji Akmenė, LT-85169 Akmenės r.",,,2219765,,,7 years 8 months 29 days,,,,,,5.0,1,Accounting services,[],
"Nemėžio centras, UAB",303328329,,"Arkadij Kurliandčik, generalinis direktorius","Burbiškių g. 48-2, Vilnius",,,2281227,,"2,896.00 €",6 years 8 months 20 days,2,,,0,"5000
																",4.5,2,Accounting services,[],
"Neveronių Lista, UAB",159668969 (old code 5966896),,"Jolita Jolanta Sinevičienė, direktorius","Neveronių k., Kauno r.",,,,,"341,992.01 €",29 years 3 months 17 days,,,,,,5.5,2,Accounting services,[],
"UAB ""Nortila""",302775640,,,"Konstitucijos pr. 7, Vilnius",,,2158548,,"2,896.20 €",8 years 9 months 30 days,,,,,,8.0,1,Accounting services,[],
"Norvinas, UAB",303100806,,Lada Volkova,"Brolių g. 16, LT-02152 Vilnius",,,2227568,,"2,896.20 €",7 years 7 months 18 days,,,,,,2.3,3,Accounting services,[],
O. Petrikienės Apskaitos Paslaugų IĮ,300940634,,Oksana Petrikienė,"Pylimo g. 41-12, Vilnius",,,939311,,,13 years 7 months 10 days,,,,,,6.0,1,Accounting services,[],
"Okeanas, UAB",134181761 (old code 3418176),,"Laima Kazlauskienė, direktorius","Pienių g. 2B, Kaunas",,,,,"10,629.34 €",26 years 6 months 8 days,,,,,,7.0,1,Accounting services,[],
"Olanika, UAB",141422084,,"Vytautas Jašinskis, direktorius","Joniškės g. 1, Klaipėda",,,,,"2,896.20 €",24 years 8 months 14 days,,,,,,9.0,1,Accounting services,[],
"UAB ""Ostera""",300621177,,Gintaras Pieškaitis,"A. Gustaičio g. 23-60, Vilnius",,,,,"2,896.20 €",14 years 3 months 2 days,,,,,,7.0,1,Accounting services,[],
"UAB ""Pajūrio Erdvė""",300045863,,Lina Bakutienė,"Smiltelės g. 8-17, Klaipėda",,,928501,,"2,896.20 €",16 years 6 months 28 days,,,,,,7.0,1,Accounting services,[],
"Pajūrio vėjas, UAB",152554895 (old code 5255489),,"Vytautas Bakša, direktorius","Kopų g. 14, Palanga",,,,,"3,012.05 €",27 years 3 months 6 days,,,,,,5.0,1,Accounting services,[],
"Panova, IĮ",303123192,,Nataliya Panova,"Pylimo g. 41-12, LT-01308 Vilnius",,,2233803,,,7 years 6 months 12 days,,,,,,7.0,1,Accounting services,[],
"Pasvesta, UAB",303070430,,,Kaunas,,,,,"2,900.00 €",7 years 9 months 9 days,,,,,,5.0,2,Accounting services,[],
"Proto nauda, UAB",305241022,,,"Partizanų g. 192A-24, LT-50325 Kaunas",,,3478314,,"2,500.00 €",1 year 5 months 29 days,,,,,,,,Accounting services,[],
"IĮ ""Quark-gluon plasma""",302833780,,Igor Lipatov,"Dvaro g. 4-7, Lieporų k., Joniškio r.",,,2174344,,,8 years 6 months 30 days,,,,,,6.6,8,Accounting services,[],
R. Česnauskio medienos apdirbimo įmonė,174574861,,Raimundas Česnauskis,"Vižančių k., Ylakių sen., Skuodo r.",,,,,,21 year 10 months 17 days,,,,,,7.0,1,Accounting services,[],
Rami Hassoun IĮ,303076650,,"Rami Hassoun, direktorius","V. Kudirkos g. 4-5, Naujoji Akmenė, LT-85169 Akmenės r.",,,2219764,,,7 years 8 months 29 days,,,,,,9.0,1,Accounting services,[],
"UAB ""Realm Estate""",302707098,,"Gintaras Kasperavičius, direktorius","Kareivių g. 18-21, Vilnius",,,2138393,,"2,896.20 €",9 years 1 month 29 days,,,,,,6.4,5,Accounting services,[],
Ritos Augulienės IĮ,300564712,,Rita Augulienė,"Fabijoniškių g. 89-30, Vilnius",,,768285,,,14 years 9 months 30 days,,,,,,6.0,1,Accounting services,[],
S. Žilinskienės IĮ,300631933,,"Stanislava Žilinskienė, direktorius","Kęstučio g. 17, Kretinga",,,935956,,,14 years 1 month 24 days,,,,,,9.0,1,Accounting services,[],
"Sąskaitėlė, UAB",305361420,,,"Geležinkelio g. 32-18, Lentvaris, LT-25116 Trakų r.",,,,,"2,500.00 €",1 year 3 months 6 days,,,,,,,,Accounting services,[],
"Senamiestis, UAB",120502634 (old code 2050263),,Romualdas Steponavičius,"T. Kosciuškos g. 13A, Vilnius",,,,,"69,856.35 €",29 years 11 months 26 days,,,,,,8.0,2,Accounting services,[],
"Sigauta, UAB",304024368,,,"Taikos pr. 103-96, LT-50450 Kaunas",,,2328131,,"2,500.00 €",5 years 10 months 22 days,,,,0,"5000
																",9.0,1,Accounting services,[],
S. Skirelienės IĮ,300099448,,Svetlana Mečkovska,"Leonardo Palevičiaus g. 15, LT-11235 Vilnius",,,743351,2021-01: 1 car (owns),,15 years 11 months 9 days,,,,,,5.0,1,Accounting services,[],
"Stiliaus magija, UAB",126300486 (old code 2630048),,"Tatjana Staniulėnienė, generalinis direktorius","S. Žukausko g. 32, Vilnius",,,,,"2,896.20 €",17 years 6 months 7 days,,,,,,5.0,1,Accounting services,[],
"Swelitos grupė, UAB",300133555,,"Mats Hans Ake Kenneth Goransson, direktorius","Kęsčių k., Žygaičių sen., Tauragės r.",,,,,"2,896.20 €",15 years 7 months 5 days,,,,,,7.0,1,Accounting services,[],
"Taxteam, MB",302669911,,,"Palangos g. 31, LT-97120 Kretinga",,,2126033,,"2,896.20 €",9 years 5 months 5 days,,,,30001,"50000
																",9.0,21,Accounting services,[],
"UAB ""Tikslūs Mokesčiai""",225390510,,"Sergejus Andrijanovas, direktorius","M. K. Čiurlionio g. 86, Vilnius",,,,,"2,896.20 €",20 years 7 months 21 day,,,,,,5.0,1,Accounting services,[],
"UAB ""TVS Grupė""",302839299,,,"Mokyklos g. 22, Liepalotų k., LT-71199 Šakių r.",,,2175636,,"2,896.00 €",8 years 6 months 20 days,,,,10001,"20000
																",5.5,35,Accounting services,[],
V. Grašienės Komercinė Firma,140527762,,Vida Grašienė,"Debreceno g. 51-30, Klaipėda",,,337668,,,28 years 8 months 13 days,,,,,,9.0,1,Accounting services,[],
V. Rimkaus komercinė įmonė,152060537,,Valentinas Rimkus,"Neravų g. 5, Druskininkai",,,585668,,,27 years 7 months 12 days,,,,,,8.0,1,Accounting services,[],
"Vatrimeka, MB",303161442,,,"Trimitų g. 6-36, LT-09318 Vilnius",,,,,,7 years 4 months 26 days,,,,,,3.5,2,Accounting services,[],
"UAB ""Veritum""",301417537,,"Agnė Jurkūnaitė, direktorius","Konstitucijos pr. 7, Vilnius",,,,,"2,896.20 €",13 years 2 months 28 days,,,,,,9.0,1,Accounting services,[],
"Verslo vėjai, UAB",303383293,,,"Maironio g. 6-1, LT-44302 Kaunas",,,2294422,,"2,896.20 €",6 years 6 months 1 day,,,,,,9.0,3,Accounting services,[],
"Vidos Akramienės įmonė ""Rausvelė""",185105096 (old code 8510509),,"Vida Akramienė, savininkas","Sodų g. 11, Vilkaviškis",,,525274,,,30 years 3 months 11 days,,,,,,7.0,1,Accounting services,[],
"VILNIAUS VAIVORYKŠTĖ, AB",220750730 (old code 2075073),,"Jan Barkovski, direktorius","Loretos Asanavičiūtės g. 20, LT-04303 Vilnius",,,,,"82,007.36 €",29 years 7 months 28 days,,,,,,4.0,2,Accounting services,[],
"Visa apdaila, UAB",302662639,,"Ieva Latiševa, direktorė","Geležinkelio g. 3-14A, LT-02100 Vilnius",,,2122494,,"2,896.20 €",9 years 6 months 1 day,,,,0,"5000
																",3.3,24,Accounting services,[],
"Vitana, UAB",181161368,,"Antanas Daukantas, direktorius","Trakų g. 47, Vievis, LT-21377 Elektrėnai",,,,,"18,246.06 €",29 years 11 months 14 days,,,,,,5.0,2,Accounting services,[],
UAB VTF Equitable Source,302719175,,"Svitlana Pokalchuk, direktorė",Vilnius,,,2143255,,"28,962.00 €",9 years 1 month 3 days,,,,,,6.5,2,Accounting services,[],
"Žemsuva, UAB",134218626 (old code 3421862),,,"Saulės g. 30-32, Kaunas",,,,,"2,896.20 €",26 years 5 months 2 days,,,,,,8.0,1,Accounting services,[],
"Živara, UAB",303144471,,"Vasilijus Popovas, direktorius","Audros g. 4, Palanga",,,,,"2,896.20 €",7 years 5 months 12 days,,,,0,"5000
																",7.0,1,Accounting services,[],
"A apskaita, MB",305690063,,"Gabija Ilikaitė, direktorė","Vaižganto g. 58D-23, LT-82147 Radviliškis",,,3792154,,,1 month 6 days,1,,,,,,,Accounting services,[],
"A. Krištolaičio Personalinė Įmonė ""Alisterus""",124505439,,,"Buivydiškių g. 6-103, Vilnius",,,3948,,,22 years 7 months 20 days,,,,,,5.0,1,Accounting services,[],
"UAB ""Adaka LT""",302920737,,"Veniamin Kimele, direktorius","Europos pr. 122, LT-46351 Kaunas",,,2190989,,"2,896.20 €",8 years 3 months 9 days,,,,,,8.0,1,Accounting services,[],
"Agroapskaita, IĮ",304740556,,Kristina Sriubikienė,"Kalno g. 11, Vabalninkas, LT-41349 Biržų r.",,,3129569,,,3 years 2 months 5 days,,,,,,7.5,6,Accounting services,[],
Algimanto Černiausko įmonė,145395236 (old code 4539523),,"Algimantas Černiauskas, savininkas","Bangų g. 13-17, LT-00148 Palanga",,,273824,,,23 years 1 month 13 days,,,,,,9.0,1,Accounting services,[],
"Igno Krivicko TŪB ""ANGLITA""",110827661,,,"Trakų g. 5-7, Vilnius",,,,,,21 year 9 months 6 days,,,,,,6.0,1,Accounting services,[],
"UAB ""Apskaita Lpf""",302485181,,,"S. Žukausko g. 26-39, Vilnius",,,2047633,,"2,896.20 €",11 years 1 day,,,,0,"5000
																",3.0,3,Accounting services,[],
"Apskaitau, MB",305687028,,"Roma Lukoševičiūtė, direktorė","Alyvų g. 2, LT-86167 Kelmė",,,,,,1 month 12 days,,,,,,,,Accounting services,[],
"Apskaitos gama, MB",305142572,,"Ingrida Markinienė, direktorius","Žilvičių g. 23A-20, Švenčionėliai, LT-18214 Švenčionių r.",,,,,,1 year 10 months 9 days,,,,,,,,Accounting services,[],
"Apskaitos garantijos, UAB",133080033,,Pranė Pavilonienė,"Baltų pr. 63-40, Kaunas",,,,,"2,896.20 €",29 years 4 months 2 days,,,,0,"5000
																",8.0,1,Accounting services,[],
"Apskaitos ir verslo partneriai, UAB",303681350,,,"P. Vileišio g. 18A, LT-10306 Vilnius",,,2320378,,"2,500.00 €",6 years 13 days,,,,100001,"200000
																",8.1,16,Accounting services,[],
"Apskaitos kampas, UAB",304172267,,,"Širvintų g. 75-309, LT-08216 Vilnius",,,2420255,,"42,300.00 €",5 years 1 month 4 days,,,,,,7.0,1,Accounting services,[],
"Atsakymai apskaitos temomis, MB",305688831,,"Natalja Kobzevienė, direktorė","I. Simonaitytės g. 10-10, LT-06294 Vilnius",,,,,,1 month 8 days,,,,,,,,Accounting services,[],
"Autojova, UAB",123578651,,"Vidas Vyšniauskas, direktorius","Sudervės kel. 30-85, Vilnius",,,,,"2,896.20 €",24 years 10 months 8 days,,,,,,7.0,1,Accounting services,[],
"Biuras ir apskaita, UAB",305659737,,"Janina Vežchovskaja, direktorė","Viršuliškių g. 53A-63, LT-05125 Vilnius",,,3772511,,"2,500.00 €",3 months 12 days,2,,,,,,,Accounting services,[],
"BIZNIO CENTRAS, UAB",222037170 (old code 2203717),,"Marytė Barkuvienė, generalinis direktorius","Eišiškių pl. 8A, Vilnius",,,,,"30,517.26 €",27 years 6 months 10 days,,,,,,5.0,1,Accounting services,[],
"Boralis, UAB",122735555,,"Vydmantas Spaičys, direktorius","Stumbrų g. 22-2, Vilnius",,,,,"2,896.20 €",26 years 6 months 16 days,,,,,,7.0,1,Accounting services,[],
"Botera, UAB",303365345,,"Aleksei Shmuilovich, direktorius",Vilnius,,,2290922,,"2,896.20 €",6 years 6 months 26 days,,,,,,5.4,5,Accounting services,[],
"Buhalterija plius, MB",305670986,,"Asta Surginienė, direktorė","Pienių g. 10-110, LT-47445 Kaunas",,,,,,2 months 16 days,,,,,,,,Accounting services,[],
"Lietuvos-Rusijos UAB ""DELFON""",210321330,,"Linas Šeškus, direktorius",Šiauliai,,,,,579.24 €,29 years 1 month 27 days,,,,,,8.0,1,Accounting services,[],
"Dilonga, UAB",134563736 (old code 3456373),,"Saulius Jakas, direktorius","Savanorių pr. 375, Kaunas",,,444404,,"20,273.40 €",25 years 5 months 21 day,,,,,,8.0,1,Accounting services,[],
"Dormeda, UAB",223423730 (old code 2342373),,,"Kalvarijų g. 290-44, LT-08318 Vilnius",,,,,,25 years 2 months 21 day,,,,,,7.6,8,Accounting services,[],
"Draugiška apskaita, MB",305692559,,"Jūratė Ragelytė-Zuozienė, direktorė","Pirtininkų g. 1, Rakonys, LT-13244 Vilniaus r.",,,,,,1 month 1 day,,,,,,,,Accounting services,[],
"E. prekybos apskaita, MB",304718691,,"Tamara Šaluchina, direktorė","Didlaukio g. 96, LT-08332 Vilnius",,,,,,3 years 3 months 9 days,,,,0,"5000
																",7.5,2,Accounting services,[],
E. Skrebės PĮ PĮ,121144923,,,"Pašilaičių g. 18, LT-06112 Vilnius",,,,,,29 years 1 month 25 days,,,,,,8.0,1,Accounting services,[],
"E.apskaita, MB",305676633,,"Edita Nedzinskė, direktorė","Baltijos pr. 73-66, LT-94121 Klaipėda",,,,,,1 month 27 days,,,,,,,,Accounting services,[],
"Ela, UAB",132335552,,"Stasys Sipavičius, likvidatorius","Žemaitės g. 6, Kaunas",,,,,"2,896.20 €",30 years 1 month 25 days,,,,0,"5000
																",6.0,2,Accounting services,[],
"ELF Belinvest, UAB",302520981,,"Yury Dzitko, direktorius","Kaštonų g. 12, Joniškis, LT-33224 Molėtų r.",,,,,"2,896.20 €",10 years 8 months 21 day,,,,,,7.0,1,Accounting services,[],
"Elmarket, UAB",221360110,,,Prienų r.,,,44070,,"2,896.00 €",28 years 10 months 16 days,,,,10001,"20000
																",5.7,3,Accounting services,[],
"Emesa Pack Europe, UAB",303163920,,,"Viršuliškių g. 49, LT-05102 Vilnius",,,2241645,,"88,675.52 €",7 years 4 months 23 days,,,,5001,"10000
																",9.0,2,Accounting services,[],
"Emesta, UAB",144891539,,"Remigijus Grubliauskas, direktorius",Šiauliai,,,,,"2,896.20 €",26 years 10 months 20 days,,,,,,9.5,2,Accounting services,[],
"Esantė, UAB",303096941,,"Akvilė Vaicekauskienė, direktorė","Pramonės g. 97-401, LT-11115 Vilnius",,,2226086,,"2,896.20 €",7 years 7 months 25 days,,,,,,7.0,1,Accounting services,[],
"Esvida, UAB",141011072,,"Jonas Pumpulis, direktorius","Taikos pr. 94-32, Klaipėda",,,,,"2,896.20 €",26 years 5 months 16 days,,,,,,6.0,1,Accounting services,[],
"Finansinė ir valdymo apskaita, UAB",305643291,,"Kastytis Senkus, direktorius","Vėjo g. 53, LT-14121 Vilnius",,,,,"2,500.00 €",4 months 17 days,,,,,,,,Accounting services,[],
"Firma LAV, UAB",140544726,,"Svajonė Lenckuvienė, direktorė","Švyturio g. 10-8, Klaipėda",,,335842,,"293,124.42 €",28 years 7 months 2 days,,,,,,9.0,1,Accounting services,[],
"Firma ""PAULAUSKAS IR KO""",121382878 (old code 2138287),,,"Liepyno g. 25A, Vilnius",,,6195,,,28 years 10 months 2 days,,,,,,3.0,2,Accounting services,[],
"Fotosensorius, UAB",222920220,,"Vitalijus Skaržinskas, generalinis direktorius","P. Vileišio g. 18, LT-10306 Vilnius",,,,,"52,278.44 €",26 years 7 months 13 days,,,,,,9.0,1,Accounting services,[],
G. Bogdanienės buhalterinės apskaitos paslaugų IĮ,302797028,,Gina Bogdanienė,"Gedvydžių g. 23-9, Vilnius",,,2165516,,,8 years 8 months 26 days,,,,,,7.3,4,Accounting services,[],
"Garauta, UAB",163657416,,"Vytautas Algirdas Svetlauskas, direktorius",Klaipėdos r.,,,675413,,"175,741.72 €",22 years 7 months 26 days,,,,,,6.0,1,Accounting services,[],
